Cell	Twin	Case	Sample	index.sort	Clones
X78_01_F08	78	SCNI	CSF	Rest	ND
X78_01_F09	78	SCNI	CSF	Rest	ND
X78_01_F10	78	SCNI	CSF	Rest	ND
X78_01_F11	78	SCNI	CSF	CD8Tcell	1
X78_01_F12	78	SCNI	CSF	Other	ND
X78_01_G01	78	SCNI	CSF	Rest	ND
X78_01_G02	78	SCNI	CSF	Rest	ND
X78_01_G03	78	SCNI	CSF	Rest	ND
X78_01_G04	78	SCNI	CSF	Rest	ND
X78_01_G05	78	SCNI	CSF	Rest	ND
X78_01_G06	78	SCNI	CSF	Rest	ND
X78_01_G07	78	SCNI	CSF	Rest	ND
X78_01_G08	78	SCNI	CSF	Rest	ND
X78_01_G09	78	SCNI	CSF	Rest	ND
X78_01_G10	78	SCNI	CSF	Rest	ND
X78_01_G11	78	SCNI	CSF	Rest	ND
X78_01_G12	78	SCNI	CSF	Rest	ND
X78_01_H01	78	SCNI	CSF	Rest	ND
X78_01_H02	78	SCNI	CSF	Rest	ND
X78_01_H03	78	SCNI	CSF	Rest	ND
X78_01_H04	78	SCNI	CSF	Rest	ND
X78_01_H05	78	SCNI	CSF	Rest	ND
X78_01_H06	78	SCNI	CSF	Rest	ND
X78_01_H07	78	SCNI	CSF	Rest	ND
X78_01_H08	78	SCNI	CSF	Rest	ND
X78_01_H09	78	SCNI	CSF	Rest	ND
X78_01_H10	78	SCNI	CSF	Rest	ND
X78_01_H11	78	SCNI	CSF	Rest	ND
X78_01_H12	78	SCNI	CSF	Rest	ND
Encephalitis_01_A01	Anti-NMDA	Enc	CSF	CD8Tcell	2
Encephalitis_01_A02	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_A03	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_A04	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_A05	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_A06	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_A07	Anti-NMDA	Enc	CSF	CD8Tcell	2
Encephalitis_01_A08	Anti-NMDA	Enc	CSF	CD3	ND
Encephalitis_01_A09	Anti-NMDA	Enc	CSF	CD8Tcell	2
Encephalitis_01_A10	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_A11	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_A12	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_B01	Anti-NMDA	Enc	CSF	CD8Tcell	2
Encephalitis_01_B02	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_B03	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_B04	Anti-NMDA	Enc	CSF	NK 	ND
Encephalitis_01_B05	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_B06	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_B07	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_B08	Anti-NMDA	Enc	CSF	CD4	ND
Encephalitis_01_B09	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_B10	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_B11	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_B12	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_C01	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_C02	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_C03	Anti-NMDA	Enc	CSF	Rest	ND
Encephalitis_01_C04	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_C05	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_C06	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_C07	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_C08	Anti-NMDA	Enc	CSF	CD3	ND
Encephalitis_01_C09	Anti-NMDA	Enc	CSF	CD3	ND
Encephalitis_01_C10	Anti-NMDA	Enc	CSF	Rest	ND
Encephalitis_01_C11	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_01_C12	Anti-NMDA	Enc	CSF	Rest	ND
Encephalitis_01_D01	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_D02	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_D03	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_D04	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_D05	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_D06	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_D07	Anti-NMDA	Enc	CSF	Rest	ND
Encephalitis_01_D08	Anti-NMDA	Enc	CSF	CD3	ND
Encephalitis_01_D09	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_D10	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_D11	Anti-NMDA	Enc	CSF	Rest	ND
Encephalitis_01_D12	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_01_E01	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_E02	Anti-NMDA	Enc	CSF	Rest	ND
Encephalitis_01_E03	Anti-NMDA	Enc	CSF	Rest	ND
Encephalitis_01_E04	Anti-NMDA	Enc	CSF	CD8Tcell	2
Encephalitis_01_E05	Anti-NMDA	Enc	CSF	Rest	ND
Encephalitis_01_E06	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_E07	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_E08	Anti-NMDA	Enc	CSF	CD3	ND
Encephalitis_01_E09	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_E10	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_01_E11	Anti-NMDA	Enc	CSF	CD3	ND
Encephalitis_01_E12	Anti-NMDA	Enc	CSF	CD3	ND
Encephalitis_01_F01	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_F02	Anti-NMDA	Enc	CSF	CD4Tcell	2
Encephalitis_01_F03	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_F04	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_F05	Anti-NMDA	Enc	CSF	NK 	ND
Encephalitis_01_F06	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_F07	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_F08	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_F09	Anti-NMDA	Enc	CSF	Rest	ND
Encephalitis_01_F10	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_01_F11	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_F12	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_G01	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_G02	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_G03	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_G04	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_G05	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_G06	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_G07	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_G08	Anti-NMDA	Enc	CSF	Other	ND
Encephalitis_01_G09	Anti-NMDA	Enc	CSF	CD3	ND
Encephalitis_01_G10	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_G11	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_G12	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_01_H01	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_01_H02	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_H03	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_01_H04	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_H05	Anti-NMDA	Enc	CSF	Rest	ND
Encephalitis_01_H06	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_H07	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_01_H08	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_01_H09	Anti-NMDA	Enc	CSF	CD3	ND
Encephalitis_01_H10	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_01_H11	Anti-NMDA	Enc	CSF	CD8Tcell	1
Encephalitis_01_H12	Anti-NMDA	Enc	CSF	Rest	ND
Encephalitis_02_A01	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_A02	Anti-NMDA	Enc	CSF	CD4	ND
Encephalitis_02_A03	Anti-NMDA	Enc	CSF	CD4	ND
Encephalitis_02_A04	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_A05	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_A06	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_A07	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_A08	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_A09	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_A10	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_A11	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_A12	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_B01	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_B02	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_B03	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_B04	Anti-NMDA	Enc	CSF	CD4	ND
Encephalitis_02_B05	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_B06	Anti-NMDA	Enc	CSF	CD4	ND
Encephalitis_02_B07	Anti-NMDA	Enc	CSF	CD4	ND
Encephalitis_02_B08	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_B09	Anti-NMDA	Enc	CSF	CD4	ND
Encephalitis_02_B10	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_B11	Anti-NMDA	Enc	CSF	CD4	ND
Encephalitis_02_B12	Anti-NMDA	Enc	CSF	CD4	ND
Encephalitis_02_C01	Anti-NMDA	Enc	CSF	CD4	ND
Encephalitis_02_C02	Anti-NMDA	Enc	CSF	CD4	ND
Encephalitis_02_C03	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_C04	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_C05	Anti-NMDA	Enc	CSF	CD4Tcell	2
Encephalitis_02_C06	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_C07	Anti-NMDA	Enc	CSF	CD4	ND
Encephalitis_02_C08	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_C09	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_C10	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_C11	Anti-NMDA	Enc	CSF	CD4	ND
Encephalitis_02_C12	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_D01	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_D02	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_D03	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_D04	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_D05	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_D06	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_D07	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_D08	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_D09	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_D10	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_D11	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_D12	Anti-NMDA	Enc	CSF	CD4	ND
Encephalitis_02_E01	Anti-NMDA	Enc	CSF	CD4	ND
Encephalitis_02_E02	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_E03	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_E04	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_E05	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_E06	Anti-NMDA	Enc	CSF	CD4	ND
Encephalitis_02_E07	Anti-NMDA	Enc	CSF	CD4	ND
Encephalitis_02_E08	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_E09	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_E10	Anti-NMDA	Enc	CSF	CD4	ND
Encephalitis_02_E11	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_E12	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_F01	Anti-LGI1	Enc	CSF	CD4Tcell	1
Encephalitis_02_F02	Anti-LGI1	Enc	CSF	CD4	ND
Encephalitis_02_F03	Anti-LGI1	Enc	CSF	CD4	ND
Encephalitis_02_F04	Anti-LGI1	Enc	CSF	CD4Tcell	1
Encephalitis_02_F05	Anti-LGI1	Enc	CSF	CD4Tcell	1
Encephalitis_02_F06	Anti-LGI1	Enc	CSF	CD4Tcell	1
Encephalitis_02_F07	Anti-LGI1	Enc	CSF	CD4Tcell	1
Encephalitis_02_F08	Anti-LGI1	Enc	CSF	CD4Tcell	1
Encephalitis_02_F09	Anti-NMDA	Enc	CSF	CD4	ND
Encephalitis_02_F10	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_F11	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_F12	Anti-NMDA	Enc	CSF	CD4Tcell	1
Encephalitis_02_G01	Anti-LGI1	Enc	CSF	CD4	ND
Encephalitis_02_G02	Anti-LGI1	Enc	CSF	CD4Tcell	1
Encephalitis_02_G03	Anti-LGI1	Enc	CSF	CD4Tcell	1
Encephalitis_02_G04	Anti-LGI1	Enc	CSF	CD4Tcell	2
Encephalitis_02_G05	Anti-LGI1	Enc	CSF	CD4Tcell	1
Encephalitis_02_G06	Anti-LGI1	Enc	CSF	CD4Tcell	1
Encephalitis_02_G07	Anti-LGI1	Enc	CSF	CD4	ND
Encephalitis_02_G08	Anti-LGI1	Enc	CSF	CD4Tcell	1
Encephalitis_02_G09	Anti-LGI1	Enc	CSF	CD4	ND
Encephalitis_02_G10	Anti-LGI1	Enc	CSF	CD4	ND
Encephalitis_02_G11	Anti-LGI1	Enc	CSF	CD4Tcell	1
Encephalitis_02_G12	Anti-LGI1	Enc	CSF	CD4Tcell	2
Encephalitis_02_H01	Anti-LGI1	Enc	CSF	CD4	ND
Encephalitis_02_H02	Anti-LGI1	Enc	CSF	CD4Tcell	1
Encephalitis_02_H03	Anti-LGI1	Enc	CSF	CD4Tcell	1
Encephalitis_02_H04	Anti-LGI1	Enc	CSF	CD4Tcell	1
Encephalitis_02_H05	Anti-LGI1	Enc	CSF	CD4Tcell	1
Encephalitis_02_H06	Anti-LGI1	Enc	CSF	CD4Tcell	1
Encephalitis_02_H07	Anti-LGI1	Enc	CSF	CD4Tcell	1
Encephalitis_02_H08	Anti-LGI1	Enc	CSF	CD4Tcell	1
Encephalitis_02_H09	Anti-LGI1	Enc	CSF	CD4Tcell	1
Encephalitis_02_H10	Anti-LGI1	Enc	CSF	CD4	ND
Encephalitis_02_H11	Anti-LGI1	Enc	CSF	CD4	ND
Encephalitis_02_H12	Anti-LGI1	Enc	CSF	CD4	ND
Encephalitis_03_A01	Anti-LGI1	Enc	CSF	Rest	ND
Encephalitis_03_A02	Anti-LGI1	Enc	CSF	Rest	ND
Encephalitis_03_A03	Anti-LGI1	Enc	CSF	Rest	ND
Encephalitis_03_A04	Anti-LGI1	Enc	CSF	Rest	ND
Encephalitis_03_A05	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_A06	Anti-LGI1	Enc	CSF	CD3	ND
Encephalitis_03_A07	Anti-LGI1	Enc	CSF	Bcell 	ND
Encephalitis_03_A08	Anti-LGI1	Enc	CSF	CD8Tcell	2
Encephalitis_03_A09	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_A10	Anti-LGI1	Enc	CSF	Other	ND
Encephalitis_03_A11	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_A12	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_B01	Anti-LGI1	Enc	CSF	CD8Tcell	2
Encephalitis_03_B02	Anti-LGI1	Enc	CSF	CD8Tcell	3
Encephalitis_03_B03	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_B04	Anti-LGI1	Enc	CSF	CD8Tcell	3
Encephalitis_03_B05	Anti-LGI1	Enc	CSF	CD3	ND
Encephalitis_03_B06	Anti-LGI1	Enc	CSF	CD3	ND
Encephalitis_03_B07	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_B08	Anti-LGI1	Enc	CSF	Bcell 	1
Encephalitis_03_B09	Anti-LGI1	Enc	CSF	Other	ND
Encephalitis_03_B10	Anti-LGI1	Enc	CSF	CD8Tcell	3
Encephalitis_03_B11	Anti-LGI1	Enc	CSF	Other	ND
Encephalitis_03_B12	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_C01	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_C02	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_C03	Anti-LGI1	Enc	CSF	CD3	ND
Encephalitis_03_C04	Anti-LGI1	Enc	CSF	CD8Tcell	3
Encephalitis_03_C05	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_C06	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_C07	Anti-LGI1	Enc	CSF	Bcell 	1
Encephalitis_03_C08	Anti-LGI1	Enc	CSF	Other	ND
Encephalitis_03_C09	Anti-LGI1	Enc	CSF	Rest	ND
Encephalitis_03_C10	Anti-LGI1	Enc	CSF	NK 	ND
Encephalitis_03_C11	Anti-LGI1	Enc	CSF	CD8Tcell	3
Encephalitis_03_C12	Anti-LGI1	Enc	CSF	Rest	1
Encephalitis_03_D01	Anti-LGI1	Enc	CSF	CD8Tcell	3
Encephalitis_03_D02	Anti-LGI1	Enc	CSF	CD8Tcell	2
Encephalitis_03_D03	Anti-LGI1	Enc	CSF	CD8Tcell	3
Encephalitis_03_D04	Anti-LGI1	Enc	CSF	Bcell 	1
Encephalitis_03_D05	Anti-LGI1	Enc	CSF	CD8Tcell	3
Encephalitis_03_D06	Anti-LGI1	Enc	CSF	NK 	ND
Encephalitis_03_D07	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_D08	Anti-LGI1	Enc	CSF	CD3	ND
Encephalitis_03_D09	Anti-LGI1	Enc	CSF	Other	ND
Encephalitis_03_D10	Anti-LGI1	Enc	CSF	Rest	ND
Encephalitis_03_D11	Anti-LGI1	Enc	CSF	CD3	ND
Encephalitis_03_D12	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_E01	Anti-LGI1	Enc	CSF	NK 	ND
Encephalitis_03_E02	Anti-LGI1	Enc	CSF	Plasmablast	1
Encephalitis_03_E03	Anti-LGI1	Enc	CSF	Other	ND
Encephalitis_03_E04	Anti-LGI1	Enc	CSF	Other	ND
Encephalitis_03_E05	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_E06	Anti-LGI1	Enc	CSF	CD8Tcell	3
Encephalitis_03_E07	Anti-LGI1	Enc	CSF	CD3	ND
Encephalitis_03_E08	Anti-LGI1	Enc	CSF	Rest	ND
Encephalitis_03_E09	Anti-LGI1	Enc	CSF	CD3	ND
Encephalitis_03_E10	Anti-LGI1	Enc	CSF	CD8Tcell	3
Encephalitis_03_E11	Anti-LGI1	Enc	CSF	Other	ND
Encephalitis_03_E12	Anti-LGI1	Enc	CSF	Other	ND
Encephalitis_03_F01	Anti-LGI1	Enc	CSF	Other	ND
Encephalitis_03_F02	Anti-LGI1	Enc	CSF	Bcell 	1
Encephalitis_03_F03	Anti-LGI1	Enc	CSF	Other	ND
Encephalitis_03_F04	Anti-LGI1	Enc	CSF	Other	ND
Encephalitis_03_F05	Anti-LGI1	Enc	CSF	Other	ND
Encephalitis_03_F06	Anti-LGI1	Enc	CSF	CD8Tcell	2
Encephalitis_03_F07	Anti-LGI1	Enc	CSF	Rest	ND
Encephalitis_03_F08	Anti-LGI1	Enc	CSF	CD3	ND
Encephalitis_03_F09	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_F10	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_F11	Anti-LGI1	Enc	CSF	CD8Tcell	3
Encephalitis_03_F12	Anti-LGI1	Enc	CSF	Other	ND
Encephalitis_03_G01	Anti-LGI1	Enc	CSF	CD8Tcell	3
Encephalitis_03_G02	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_G03	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_G04	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_G05	Anti-LGI1	Enc	CSF	CD8Tcell	2
Encephalitis_03_G06	Anti-LGI1	Enc	CSF	Rest	ND
Encephalitis_03_G07	Anti-LGI1	Enc	CSF	Rest	ND
Encephalitis_03_G08	Anti-LGI1	Enc	CSF	Rest	ND
Encephalitis_03_G09	Anti-LGI1	Enc	CSF	NK 	ND
Encephalitis_03_G10	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_G11	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_G12	Anti-LGI1	Enc	CSF	CD8Tcell	1
Encephalitis_03_H01	161	MS	CSF	CD4Tcell	1
Encephalitis_03_H02	161	MS	CSF	CD4Tcell	1
Encephalitis_03_H03	161	MS	CSF	CD4Tcell	1
Encephalitis_03_H04	161	MS	CSF	CD4	ND
Encephalitis_03_H05	161	MS	CSF	CD4	ND
Encephalitis_03_H06	161	MS	CSF	CD4	ND
Encephalitis_03_H07	161	MS	CSF	CD4	ND
Encephalitis_03_H08	161	MS	CSF	CD4Tcell	1
Encephalitis_03_H09	161	MS	CSF	CD4	ND
Encephalitis_03_H10	161	MS	CSF	CD4	ND
Encephalitis_03_H11	161	MS	CSF	CD4	ND
Encephalitis_03_H12	161	MS	CSF	CD4	ND
